"","term","estimate","std.error","statistic","p.value","variable","BH"
"143","DietOliveOil",0.345588622340861,0.162562279211421,2.12588445497498,0.0379359103376787,"N3-N4-dimethylarginine",0.125673147902795
"144","DietPalmOil",0.275549698174195,0.162562279211421,1.69504081457807,0.0956220401929668,"N3-N4-dimethylarginine",0.234227277606225
"145","SEXM",0.0658799351588251,0.0619690069057236,1.063111036442,0.292294598733517,"N6-acetyllysine",0.461776340856312
"146","DietCoconutOil",0.0580852266466182,0.141558887981871,0.410325536423096,0.68313285182919,"N6-acetyllysine",0.795225858476085
"147","DietFishOil",0.338948539452606,0.145267276174141,2.33327524532288,0.0232502716279174,"N6-acetyllysine",0.0878603229356477
"148","DietKetogenic",0.208801908426275,0.138395735948201,1.50873079286508,0.136989240362621,"N6-acetyllysine",0.285362628123798
"149","DietLard",0.0115830204262742,0.138395735948201,0.0836949227294805,0.933597467070535,"N6-acetyllysine",0.96041764054315
"150","DietMilkFat",0.354071270426274,0.138395735948201,2.55839725118986,0.0132473065840735,"N6-acetyllysine",0.0634520672052438
"151","DietOliveOil",0.307357922870719,0.138395735948201,2.22086266433641,0.0304222022387714,"N6-acetyllysine",0.107406084899324
"152","DietPalmOil",0.175557981648497,0.138395735948201,1.26852160903429,0.209859718274657,"N6-acetyllysine",0.373968028773797
"153","SEXM",0.118617223145949,0.24996087827204,0.474543152376245,0.636957987629393,"Niacin",0.768848164843184
"154","DietCoconutOil",0.125722482022908,0.570998080072405,0.220180218481585,0.826531514995009,"Niacin",0.893034050684262
"155","DietFishOil",0.671233409095832,0.585956395782123,1.14553474273437,0.256859650186044,"Niacin",0.434063948179562
"156","DietKetogenic",0.0619633443157369,0.558239052617809,0.110997867356584,0.912014908803032,"Niacin",0.947286203618619
"157","DietLard",-0.187206505962041,0.558239052617808,-0.335351862404026,0.738612749813858,"Niacin",0.832986085009491
"158","DietMilkFat",0.486985089037959,0.558239052617808,0.87235940723654,0.386737417896468,"Niacin",0.546666425297264
"159","DietOliveOil",0.263018134593515,0.558239052617808,0.471156815991494,0.639359093817253,"Niacin",0.769276861680919
"160","DietPalmOil",0.469783450760181,0.558239052617808,0.841545299557917,0.403621928316571,"Niacin",0.562853882688796
"161","SEXM",-0.0192483653737122,0.129894048791281,-0.1481851212802,0.882728971971389,"Riboflavin",0.929708945269586
"162","DietCoconutOil",0.250556099112371,0.296723443225913,0.844409516108265,0.402033627907474,"Riboflavin",0.561950349788886
"163","DietFishOil",0.833062044210678,0.304496644392693,2.73586609097841,0.00831896066786823,"Riboflavin",0.0459989589870361
"164","DietKetogenic",0.258242982494387,0.290093118728041,0.890207198387518,0.377163207618195,"Riboflavin",0.53819114255955
"165","DietLard",0.221357758216609,0.290093118728041,0.763057597461075,0.448631664594859,"Riboflavin",0.6042184631712
"166","DietMilkFat",0.48631159371661,0.290093118728041,1.67639824015447,0.0992349672483821,"Riboflavin",0.239125855082995
"167","DietOliveOil",0.633100048994387,0.290093118728041,2.18240284971362,0.0332903776520793,"Riboflavin",0.113691891328011
"168","DietPalmOil",0.536662712883276,0.290093118728041,1.84996705622098,0.0695971572894404,"Riboflavin",0.192415670153159
"169","SEXM",0.229709191413481,0.117732251956813,1.95111524323636,0.0560530093082689,"S-methylcysteine",0.16465571484304
"170","DietCoconutOil",0.91267767797115,0.26894164516728,3.39359000129366,0.00127286527451032,"S-methylcysteine",0.0120749880719564
"171","DietFishOil",1.6426237379739,0.275987052457254,5.95181449038562,1.82057549159112e-07,"S-methylcysteine",6.44847671354688e-06
"172","DietKetogenic",2.0583583664594,0.26293210861343,7.82847852745767,1.48155783861153e-10,"S-methylcysteine",1.23792388292874e-08
"173","DietLard",0.415267270792735,0.262932108613429,1.57937070897367,0.119883565571528,"S-methylcysteine",0.266723199141388
"174","DietMilkFat",1.5624215254594,0.26293210861343,5.9423002146783,1.88652244279297e-07,"S-methylcysteine",6.44847671354688e-06
"175","DietOliveOil",1.14632796123718,0.26293210861343,4.35978689435205,5.62911101146917e-05,"S-methylcysteine",0.000978086913578021
"176","DietPalmOil",0.915458723626068,0.26293210861343,3.48173043016212,0.000973370651875134,"S-methylcysteine",0.0097058229306083
"177","SEXM",0.118437200522188,0.14580010061657,0.812325917618246,0.420044511800018,"Thiamine",0.578522844090867
"178","DietCoconutOil",0.940101978897779,0.333058429390779,2.8226337961702,0.00658201462539716,"Thiamine",0.0399167338572473
"179","DietFishOil",1.35388967389937,0.341783490490771,3.96124947976657,0.000213005536666365,"Thiamine",0.00302226723722842
"180","DietKetogenic",1.83657284451013,0.325616194831876,5.6402994496585,5.80326597357063e-07,"Thiamine",1.8974156574457e-05
"181","DietLard",0.81359819045457,0.325616194831876,2.49864166269326,0.0154279401937837,"Thiamine",0.0698904278658151
"182","DietMilkFat",1.71621174789902,0.325616194831876,5.2706584473943,2.25408219739427e-06,"Thiamine",6.01040228515e-05
"183","DietOliveOil",2.0192967512879,0.325616194831876,6.20146289815381,7.13317400941845e-08,"Thiamine",2.82323518688562e-06
"184","DietPalmOil",2.06718065995457,0.325616194831876,6.34851918536149,4.09690105542702e-08,"Thiamine",1.81227623157713e-06
"185","SEXM",0.422993968900803,0.129349490673931,3.2701633898745,0.00184167505443294,"acetylcarnitine",0.0157379504651542
"186","DietCoconutOil",0.633680189297418,0.295479482004284,2.14458271349018,0.0363398713500066,"acetylcarnitine",0.121736461952527
"187","DietFishOil",-4.53001851325432,0.303220095382534,-14.9397041364932,3.43970177672142e-21,"acetylcarnitine",6.46663934023627e-19
"188","DietKetogenic",0.446869723937743,0.288876953984076,1.54692064484444,0.127515537608735,"acetylcarnitine",0.273976240805053
"189","DietLard",0.0728454789377427,0.288876953984076,0.252167844935662,0.801834559680265,"acetylcarnitine",0.877650199970821
"190","DietMilkFat",0.267714871548854,0.288876953984076,0.92674361127337,0.358036639782978,"acetylcarnitine",0.51977519906718
"191","DietOliveOil",0.426179666826631,0.288876953984076,1.47529825743775,0.145733000352809,"acetylcarnitine",0.296192476392736
"192","DietPalmOil",0.282124043548854,0.288876953984076,0.976623575047823,0.332955706626035,"acetylcarnitine",0.497778710502541
"193","SEXM",-0.374149213878121,0.279070888607801,-1.34069596346877,0.185432649365206,"adenine",0.344309511907741
"194","DietCoconutOil",-0.542655979149687,0.63749552610281,-0.851231039168378,0.398266408099484,"adenine",0.559048896540778
"195","DietFishOil",0.61276285622509,0.654195861315443,0.936665748684133,0.352952558942204,"adenine",0.51914434711984
"196","DietKetogenic",-0.360897068205418,0.623250604440908,-0.579056106217761,0.564873357268637,"adenine",0.712726115211435
"197","DietLard",-0.949545823483194,0.623250604440907,-1.52353774985103,0.133251913380691,"adenine",0.279903460509162
"198","DietMilkFat",-0.244407332538751,0.623250604440908,-0.39214937105115,0.69643636977912,"adenine",0.805723307805997
"199","DietOliveOil",-0.0828415959831951,0.623250604440907,-0.132918597098689,0.894734237777097,"adenine",0.939720875430694
"200","DietPalmOil",-0.353128132038751,0.623250604440908,-0.566590917878897,0.5732560934247,"adenine",0.717285494601289
"201","SEXM",-1.29714417849891,0.475764584770079,-2.72644122749443,0.00853106415067303,"adenosine",0.046827447016833
"202","DietCoconutOil",-1.5736728964001,1.08681272984848,-1.44797061460579,0.153201118623726,"adenosine",0.300802196357812
"203","DietFishOil",0.128790480457112,1.11528373263776,0.11547777187829,0.90847953036144,"adenosine",0.947286203618619
"204","DietKetogenic",-1.74830775856672,1.06252775597189,-1.64542314188069,0.105484700304514,"adenosine",0.246349362201846
"205","DietLard",-2.21939024217783,1.06252775597189,-2.08878330914542,0.0412848203036477,"adenosine",0.132111424971673
"206","DietMilkFat",-1.14977298234449,1.06252775597189,-1.08211100922516,0.2838409430556,"adenosine",0.454682351864336
"207","DietOliveOil",-0.485543459844494,1.06252775597189,-0.4569701423003,0.649460261235526,"adenosine",0.776461234418307
"208","DietPalmOil",-1.17114248528894,1.06252775597189,-1.10222295719484,0.275079392051551,"adenosine",0.451658739787699
"209","SEXM",0.228098645573693,0.0680811204658999,3.3503949995644,0.00144975051436452,"alanine",0.0131350889976159
"210","DietCoconutOil",0.20513438989263,0.155521093316447,1.31901329599858,0.192533013922691,"alanine",0.352960042756886
"211","DietFishOil",-0.168291357173535,0.15959524644329,-1.05448853223417,0.29618774790748,"alanine",0.463516837335768
"212","DietKetogenic",-0.163768223658831,0.152045953961965,-1.07709688677279,0.286055191200836,"alanine",0.454785420260104
"213","DietLard",0.09225773595228,0.152045953961965,0.606775343560664,0.54645225856644,"alanine",0.697677586488901
"214","DietMilkFat",0.45209184245228,0.152045953961965,2.97338949621358,0.00433755175887878,"alanine",0.0307720653082721
"215","DietOliveOil",0.329518997230058,0.152045953961965,2.16723292296544,0.034485461045903,"alanine",0.116815615795131
"216","DietPalmOil",0.347626715841169,0.152045953961965,2.28632664522023,0.0260390304785212,"alanine",0.0964598567480195
"217","SEXM",0.228806264253665,0.0830032884211279,2.75659276404553,0.00786944989131732,"allantoin",0.0441628829721688
"218","DietCoconutOil",0.278444428449633,0.189608544568239,1.4685225767841,0.147557446891192,"allantoin",0.298071714375424
"219","DietFishOil",0.522209393378468,0.194575679432426,2.68383692608317,0.00955318966577726,"allantoin",0.0505915396384824
"220","DietKetogenic",0.635290422699838,0.185371716616969,3.42711625211159,0.00114988476513057,"allantoin",0.0110860685048486
"221","DietLard",0.144528624810948,0.185371716616968,0.779669236756254,0.438868389235986,"allantoin",0.597878675191054
"222","DietMilkFat",0.625888857755393,0.185371716616969,3.37639888747785,0.00134066327375754,"allantoin",0.0124466516279712
"223","DietOliveOil",0.61566332003317,0.185371716616969,3.32123654713361,0.00158204600159524,"allantoin",0.0140836140022234
